timestamp,symbol,recommendation,avg_volume_pass,iv30_rv30_pass,term_structure_pass,expected_move
2025-05-11 11:54:49,BDX,Avoid,True,False,False,3.29%
2025-05-11 11:54:49,BAC,Avoid,True,False,False,3.05%
2025-05-11 11:54:49,TECH,Consider,True,False,True,8.81%
2025-05-11 11:54:50,BAX,Consider,True,False,True,5.91%
2025-05-11 11:54:51,BBY,Avoid,True,False,False,4.87%
2025-05-11 11:54:52,BIIB,Recommended,True,True,True,4.06%
2025-05-11 11:54:52,BLK,Avoid,False,False,False,2.64%
2025-05-11 11:54:52,BX,Avoid,True,False,False,4.18%
2025-05-11 11:54:53,BK,Consider,True,False,True,3.17%
2025-05-11 11:54:54,BA,Avoid,True,False,False,3.67%
2025-05-11 11:54:55,BKNG,Avoid,False,False,False,3.44%
2025-05-11 11:54:55,BSX,Avoid,True,False,False,2.8%
2025-05-11 11:54:55,BMY,Consider,True,False,True,5.18%
2025-05-11 11:54:56,AVGO,Avoid,True,False,False,4.63%
2025-05-11 11:54:56,BR,Avoid,False,False,False,2.35%
2025-05-11 11:54:57,BRO,Avoid,True,False,False,2.96%
2025-05-11 11:54:57,BG,Avoid,True,False,False,3.43%
2025-05-11 11:54:57,BLDR,Avoid,True,False,False,5.62%
2025-05-11 11:54:57,BXP,Avoid,True,False,False,3.47%
2025-05-11 11:54:58,CHRW,Avoid,False,False,False,3.2%
2025-05-11 11:54:58,CDNS,Avoid,True,False,False,3.32%
2025-05-11 11:54:59,CPT,Avoid,False,False,True,3.33%
2025-05-11 11:55:00,CZR,Avoid,True,False,False,5.49%
2025-05-11 11:55:00,CPB,Avoid,True,False,False,2.83%
2025-05-11 11:55:00,COF,Avoid,True,False,False,3.89%
2025-05-11 11:55:01,KMX,Avoid,True,False,False,4.31%
2025-05-11 11:55:01,CAH,Consider,True,False,True,4.55%
2025-05-11 11:55:02,CARR,Avoid,True,False,False,3.5%
2025-05-11 11:55:03,CCL,Avoid,True,False,False,5.05%
2025-05-11 11:55:03,CBRE,Avoid,True,False,False,4.03%
2025-05-11 11:55:03,CAT,Avoid,True,False,False,3.36%
2025-05-11 11:55:04,CBOE,Avoid,False,False,False,1.53%
2025-05-11 11:55:04,CDW,Avoid,True,False,False,2.89%
2025-05-11 11:55:05,COR,Avoid,True,False,False,4.06%
2025-05-11 11:55:05,CNP,Avoid,True,False,False,1.66%
2025-05-11 11:55:05,CRL,Avoid,True,False,False,4.94%
2025-05-11 11:55:05,CNC,Avoid,True,False,False,3.78%
2025-05-11 11:55:06,CF,Avoid,True,False,False,3.15%
2025-05-11 11:55:07,SCHW,Avoid,True,False,False,3.04%
2025-05-11 11:55:08,CHTR,Avoid,True,False,False,3.55%
2025-05-11 11:55:08,CB,Avoid,True,False,False,2.15%
2025-05-11 11:55:08,CMG,Avoid,True,False,False,3.81%
2025-05-11 11:55:09,CVX,Avoid,True,False,False,2.99%
2025-05-11 11:55:11,CHD,Avoid,True,False,False,3.09%
2025-05-11 11:55:12,CINF,Avoid,False,False,False,0.56%
2025-05-11 11:55:12,CTAS,Avoid,True,False,False,2.43%
2025-05-11 11:55:13,CI,Avoid,True,False,False,2.68%
2025-05-11 11:55:13,CSCO,Consider,True,False,True,5.3%
2025-05-11 11:55:14,CFG,Avoid,True,False,False,3.96%
2025-05-11 11:55:14,CLX,Avoid,True,False,False,3.06%
2025-05-11 11:55:14,C,Avoid,True,False,False,3.31%
2025-05-11 11:55:14,CME,Avoid,True,False,False,2.7%
2025-05-11 11:55:15,CMS,Consider,True,False,True,4.05%
2025-05-11 11:55:16,CTSH,Avoid,True,False,False,2.75%
2025-05-11 11:55:17,KO,Avoid,True,False,False,1.93%
2025-05-11 11:55:17,CL,Avoid,True,False,False,2.0%
2025-05-11 11:55:17,CMCSA,Avoid,True,False,False,2.91%
2025-05-11 11:55:18,CAG,Avoid,True,False,False,2.82%
2025-05-11 11:55:19,ED,Consider,True,False,True,3.88%
2025-05-11 11:55:19,COP,Avoid,True,False,False,3.93%
2025-05-11 11:55:19,COO,Avoid,True,False,False,3.74%
2025-05-11 11:55:20,STZ,Avoid,True,False,False,2.81%
2025-05-11 11:55:20,CEG,Avoid,True,False,False,6.23%
2025-05-11 11:55:20,CPRT,Consider,True,False,True,3.86%
2025-05-11 11:55:21,CPAY,Avoid,False,False,True,4.01%
2025-05-11 11:55:22,GLW,Avoid,True,False,False,3.44%
2025-05-11 11:55:22,CTVA,Avoid,True,False,False,0.77%
2025-05-11 11:55:22,CSGP,Avoid,True,False,False,3.45%
2025-05-11 11:55:23,COST,Avoid,True,False,False,2.6%
2025-05-11 11:55:24,CCI,Avoid,True,False,False,2.93%
2025-05-11 11:55:24,CTRA,Avoid,True,False,False,4.7%
2025-05-11 11:55:24,CRWD,Avoid,True,False,False,4.88%
2025-05-11 11:55:25,CSX,Consider,True,False,True,3.65%
2025-05-11 11:55:25,CMI,Avoid,False,False,False,3.68%
2025-05-11 11:55:26,DRI,Avoid,False,False,False,2.58%
2025-05-11 11:55:26,CVS,Avoid,True,False,False,3.23%
2025-05-11 11:55:27,DVA,Consider,False,True,True,11.48%
2025-05-11 11:55:27,DHR,Avoid,True,False,False,3.87%
2025-05-11 11:55:27,DAY,Avoid,True,False,False,5.29%
2025-05-11 11:55:29,DECK,Avoid,True,False,False,5.68%
2025-05-11 11:55:30,DE,Avoid,False,False,True,5.42%
2025-05-11 11:55:30,DELL,Avoid,True,False,False,5.21%
2025-05-11 11:55:30,DAL,Avoid,True,False,False,5.41%
2025-05-11 11:55:30,DVN,Avoid,True,False,False,4.38%
2025-05-11 11:55:32,DXCM,Avoid,True,False,False,3.9%
2025-05-11 11:55:33,DLR,Avoid,True,False,False,2.78%
2025-05-11 11:55:33,DFS,Avoid,True,False,False,3.42%
2025-05-11 11:55:33,FANG,Avoid,True,False,False,4.37%
2025-05-11 11:55:33,DG,Avoid,True,True,False,3.73%
2025-05-11 11:55:34,D,Avoid,True,False,False,2.45%
2025-05-11 11:55:35,DOV,Avoid,False,False,False,2.65%
2025-05-11 11:55:35,DLTR,Avoid,True,False,False,4.83%
2025-05-11 11:55:35,DPZ,Avoid,False,False,False,3.03%
2025-05-11 11:55:35,DASH,Avoid,True,False,False,4.96%
2025-05-11 11:55:37,DTE,Avoid,True,False,False,2.37%
2025-05-11 11:55:37,DUK,Avoid,True,False,False,2.45%
2025-05-11 11:55:37,DOW,Avoid,True,False,False,4.53%
2025-05-11 11:55:37,DHI,Avoid,True,False,False,3.93%
2025-05-11 11:55:38,DD,Avoid,True,False,False,3.26%
2025-05-11 11:55:38,EMN,Avoid,True,False,False,5.58%
2025-05-11 11:55:39,ECL,Avoid,False,False,False,2.25%
2025-05-11 11:55:39,ETN,Avoid,True,False,False,3.21%
2025-05-11 11:55:40,EBAY,Avoid,True,False,False,2.86%
2025-05-11 11:55:40,EW,Avoid,True,False,False,3.29%
2025-05-11 11:55:40,EIX,Avoid,True,False,False,4.09%
2025-05-11 11:55:40,EA,Avoid,True,False,False,2.8%
2025-05-11 11:55:41,ELV,Avoid,True,False,False,3.46%
2025-05-11 11:55:42,ETR,Avoid,True,False,False,3.38%
2025-05-11 11:55:42,EMR,Avoid,True,False,False,2.78%
2025-05-11 11:55:43,ENPH,Avoid,True,False,False,7.63%
2025-05-11 11:55:43,EPAM,Avoid,False,False,False,4.39%
2025-05-11 11:55:43,EOG,Avoid,True,False,False,3.08%
2025-05-11 11:55:44,EFX,Avoid,False,False,False,2.52%
2025-05-11 11:55:44,EQIX,Avoid,False,False,False,2.76%
2025-05-11 11:55:44,EQR,Avoid,True,False,False,2.79%
2025-05-11 11:55:44,EQT,Avoid,True,False,False,4.15%
2025-05-11 11:55:45,ERIE,Avoid,False,False,False,3.44%
2025-05-11 11:55:46,ESS,Avoid,False,False,False,2.49%
2025-05-11 11:55:46,EVRG,Consider,True,False,True,3.34%
2025-05-11 11:55:47,EG,Avoid,False,False,False,2.41%
2025-05-11 11:55:47,ES,Avoid,True,False,False,0.32%
2025-05-11 11:55:47,EL,Avoid,True,False,False,5.28%
2025-05-11 11:55:48,EXC,Avoid,True,False,False,2.32%
2025-05-11 11:55:48,EXE,Avoid,True,False,False,3.6%
2025-05-11 11:55:48,EXPD,Avoid,True,False,False,3.76%
2025-05-11 11:55:49,EXR,Avoid,False,False,False,2.75%
2025-05-11 11:55:49,EXPE,Avoid,True,False,False,4.55%
2025-05-11 11:55:50,FFIV,Avoid,False,False,False,3.3%
2025-05-11 11:55:50,FDS,Avoid,False,False,False,2.83%
2025-05-11 11:55:51,FICO,Avoid,False,False,False,4.25%
2025-05-11 11:55:51,XOM,Avoid,True,False,False,3.11%
2025-05-11 11:55:51,FAST,Avoid,True,False,False,2.96%
2025-05-11 11:55:52,FRT,Avoid,False,False,False,3.02%
2025-05-11 11:55:53,FITB,Avoid,True,False,False,3.15%
2025-05-11 11:55:54,FDX,Avoid,True,False,False,3.93%
2025-05-11 11:55:54,FIS,Avoid,True,False,False,2.62%
2025-05-11 11:55:54,FE,Avoid,True,False,False,2.23%
2025-05-11 11:55:54,FSLR,Consider,True,False,True,8.07%
2025-05-11 11:55:56,FTV,Consider,True,False,True,3.97%
2025-05-11 11:55:57,FI,Avoid,True,False,False,2.92%
2025-05-11 11:55:57,F,Avoid,True,False,False,3.69%
2025-05-11 11:55:58,FTNT,Avoid,True,False,False,3.75%
2025-05-11 11:55:58,FOXA,Consider,True,False,True,5.03%
2025-05-11 11:55:58,FOX,Avoid,False,False,True,6.69%
2025-05-11 11:55:59,BEN,Avoid,True,False,False,1.91%
2025-05-11 11:56:00,GRMN,Avoid,False,False,False,3.63%
2025-05-11 11:56:00,IT,Avoid,False,False,False,3.02%
2025-05-11 11:56:00,FCX,Avoid,True,False,False,5.28%
2025-05-11 11:56:01,GE,Avoid,True,False,False,2.55%
2025-05-11 11:56:01,GEHC,Avoid,True,False,False,4.54%
2025-05-11 11:56:02,GEN,Recommended,True,True,True,14.35%
2025-05-11 11:56:02,GNRC,Avoid,False,False,False,4.67%
2025-05-11 11:56:02,GEV,Avoid,True,False,False,4.86%
2025-05-11 11:56:03,GIS,Avoid,True,False,False,2.61%
2025-05-11 11:56:04,GPC,Avoid,False,False,False,3.77%
2025-05-11 11:56:04,GD,Avoid,True,False,False,2.48%
2025-05-11 11:56:04,GM,Avoid,True,False,False,3.46%
2025-05-11 11:56:05,GILD,Avoid,True,False,False,4.97%
2025-05-11 11:56:05,GPN,Avoid,True,False,False,4.04%
2025-05-11 11:56:05,GL,Avoid,False,False,False,3.51%
2025-05-11 11:56:07,HIG,Avoid,True,False,False,0.9%
2025-05-11 11:56:07,GDDY,Avoid,True,False,False,2.86%
2025-05-11 11:56:07,GS,Avoid,True,False,False,3.43%
2025-05-11 11:56:07,HAS,Avoid,True,False,False,4.02%
2025-05-11 11:56:08,HAL,Avoid,True,False,False,4.91%
2025-05-11 11:56:09,HCA,Avoid,True,False,False,4.17%
2025-05-11 11:56:11,HSIC,Avoid,True,False,False,2.99%
2025-05-11 11:56:11,DOC,Avoid,True,False,False,2.86%
2025-05-11 11:56:12,HES,Avoid,True,False,False,2.93%
2025-05-11 11:56:12,HSY,Consider,True,False,True,3.42%
2025-05-11 11:56:13,HLT,Avoid,True,False,False,2.98%
2025-05-11 11:56:13,HOLX,Consider,True,False,True,4.54%
2025-05-11 11:56:13,HPE,Avoid,True,False,False,4.88%
2025-05-11 11:56:14,HST,Avoid,True,False,False,3.39%
2025-05-11 11:56:15,HD,Avoid,True,False,False,2.98%
2025-05-11 11:56:15,HON,Avoid,True,False,False,2.75%
2025-05-11 11:56:15,HRL,Avoid,True,True,False,2.48%
2025-05-11 11:56:16,HWM,Avoid,True,False,False,3.86%
2025-05-11 11:56:17,HUBB,Avoid,False,False,False,3.81%
2025-05-11 11:56:17,HBAN,Avoid,True,False,False,3.45%
2025-05-11 11:56:17,HPQ,Avoid,True,False,False,3.04%
2025-05-11 11:56:17,HII,Avoid,False,False,False,3.14%
2025-05-11 11:56:18,HUM,Avoid,True,False,False,6.37%
2025-05-11 11:56:19,IEX,Avoid,False,False,True,5.16%
2025-05-11 11:56:19,IDXX,Avoid,False,False,False,3.46%
2025-05-11 11:56:19,ITW,Avoid,False,False,False,2.31%
2025-05-11 11:56:20,IBM,Avoid,True,False,False,2.65%
2025-05-11 11:56:20,INCY,Consider,True,False,True,4.32%
2025-05-11 11:56:21,IR,Consider,True,False,True,3.78%
2025-05-11 11:56:21,PODD,Avoid,False,False,False,2.19%
2025-05-11 11:56:21,ICE,Avoid,True,False,False,2.21%
2025-05-11 11:56:21,IFF,Avoid,True,False,False,3.23%
2025-05-11 11:56:22,INTC,Avoid,True,False,False,4.97%
2025-05-11 11:56:22,IPG,Avoid,True,False,False,4.08%
2025-05-11 11:56:23,IP,Avoid,True,False,False,4.52%
2025-05-11 11:56:24,IVZ,Avoid,True,False,False,4.55%
2025-05-11 11:56:24,INTU,Avoid,True,False,False,2.88%
2025-05-11 11:56:24,INVH,Consider,True,False,True,3.24%
2025-05-11 11:56:24,ISRG,Avoid,True,False,False,3.32%
2025-05-11 11:56:25,IQV,Avoid,True,False,False,5.3%
2025-05-11 11:56:26,JBHT,Avoid,True,False,False,3.95%
2025-05-11 11:56:26,JBL,Avoid,False,False,True,4.77%
2025-05-11 11:56:26,JKHY,Avoid,False,False,True,2.85%
2025-05-11 11:56:26,IRM,Avoid,True,False,False,3.53%
2025-05-11 11:56:27,J,Avoid,False,False,True,3.56%
2025-05-11 11:56:28,JCI,Avoid,True,False,False,2.91%
2025-05-11 11:56:29,JNPR,Avoid,True,True,False,4.26%
2025-05-11 11:56:29,JNJ,Avoid,True,False,False,2.65%
2025-05-11 11:56:29,K,Avoid,True,True,False,0.85%
2025-05-11 11:56:29,JPM,Avoid,True,False,False,2.78%
2025-05-11 11:56:31,KDP,Avoid,True,False,False,2.46%
2025-05-11 11:56:31,KVUE,Avoid,True,False,False,3.15%
2025-05-11 11:56:31,KEYS,Avoid,False,False,False,3.34%
2025-05-11 11:56:32,KEY,Avoid,True,False,False,3.49%
2025-05-11 11:56:32,KMB,Avoid,True,False,False,2.01%
2025-05-11 11:56:32,KIM,Avoid,True,False,False,4.2%
2025-05-11 11:56:33,KMI,Avoid,True,False,False,3.17%
2025-05-11 11:56:34,KKR,Avoid,True,False,False,4.91%
2025-05-11 11:56:34,KLAC,Avoid,False,False,False,4.25%
2025-05-11 11:56:35,KHC,Avoid,True,True,False,2.48%
2025-05-11 11:56:35,KR,Avoid,True,False,False,2.62%
2025-05-11 11:56:35,LHX,Avoid,True,False,False,2.72%
2025-05-11 11:56:35,LH,Avoid,False,False,False,2.79%
2025-05-11 11:56:36,LW,Avoid,True,False,False,4.33%
2025-05-11 11:56:36,LRCX,Avoid,True,False,False,5.03%
2025-05-11 11:56:37,LDOS,Avoid,True,False,False,3.69%
2025-05-11 11:56:38,LVS,Avoid,True,False,False,4.2%
2025-05-11 11:56:38,LEN,Avoid,True,False,False,4.0%
2025-05-11 11:56:38,LII,Avoid,False,False,False,3.91%
2025-05-11 11:56:38,LIN,Avoid,True,False,False,2.06%
2025-05-11 11:56:39,LYV,Avoid,True,False,False,4.05%
2025-05-11 11:56:39,LLY,Avoid,True,False,False,5.18%
2025-05-11 11:56:40,LKQ,Avoid,True,False,False,2.68%
2025-05-11 11:56:40,L,Avoid,False,False,True,3.76%
2025-05-11 11:56:41,LMT,Avoid,True,False,False,2.72%
2025-05-11 11:56:41,LYB,Avoid,True,False,False,5.75%
2025-05-11 11:56:42,MTB,Avoid,False,False,False,3.34%
2025-05-11 11:56:42,LULU,Avoid,True,False,False,4.71%
2025-05-11 11:56:42,LOW,Avoid,True,False,False,3.08%
2025-05-11 11:56:43,MKTX,Avoid,False,False,False,1.82%
2025-05-11 11:56:43,MMC,Avoid,True,False,False,2.82%
2025-05-11 11:56:43,MPC,Avoid,True,False,False,3.79%
2025-05-11 11:56:44,MLM,Avoid,False,False,False,3.19%
2025-05-11 11:56:44,MAR,Avoid,True,False,False,2.92%
2025-05-11 11:56:45,MAS,Avoid,True,False,False,4.75%
2025-05-11 11:56:46,MKC,Avoid,True,False,False,2.89%
2025-05-11 11:56:46,MA,Avoid,True,False,False,2.15%
2025-05-11 11:56:46,MTCH,Avoid,True,False,False,3.99%
2025-05-11 11:56:47,MCD,Avoid,True,False,False,2.08%
2025-05-11 11:56:47,MCK,Avoid,False,False,True,3.94%
2025-05-11 11:56:49,MDT,Avoid,True,False,False,2.78%
2025-05-11 11:56:49,MET,Avoid,True,False,False,3.08%
2025-05-11 11:56:49,META,Avoid,True,False,False,3.7%
2025-05-11 11:56:49,MRK,Avoid,True,False,False,5.05%
2025-05-11 11:56:49,MTD,Avoid,False,False,False,4.03%
2025-05-11 11:56:51,MAA,Avoid,False,False,True,3.1%
2025-05-11 11:56:51,MGM,Avoid,True,False,False,4.36%
2025-05-11 11:56:52,MCHP,Avoid,True,False,False,5.87%
2025-05-11 11:56:52,MU,Avoid,True,False,False,5.83%
2025-05-11 11:56:52,MSFT,Avoid,True,False,False,2.26%
2025-05-11 11:56:53,MHK,Avoid,False,False,False,5.71%
2025-05-11 11:56:53,MOH,Avoid,False,False,False,4.86%
2025-05-11 11:56:54,TAP,Consider,True,False,True,3.75%
2025-05-11 11:56:54,MRNA,Avoid,True,False,False,7.32%
2025-05-11 11:56:55,MDLZ,Consider,True,False,True,3.09%
2025-05-11 11:56:55,MPWR,Avoid,False,False,False,5.59%
2025-05-11 11:56:55,MCO,Avoid,False,False,False,2.82%
2025-05-11 11:56:56,MS,Avoid,True,False,False,3.5%
2025-05-11 11:56:56,MNST,Avoid,True,False,False,2.46%
2025-05-11 11:56:56,MSI,Avoid,False,False,False,2.8%
2025-05-11 11:56:57,MSCI,Avoid,False,False,False,2.95%
2025-05-11 11:56:57,MOS,Avoid,True,False,False,3.29%
2025-05-11 11:56:58,NDAQ,Consider,True,False,True,3.5%
2025-05-11 11:56:59,NWSA,Avoid,True,False,False,0.45%
2025-05-11 11:56:59,NTAP,Avoid,True,False,False,3.8%
2025-05-11 11:56:59,NEM,Avoid,True,False,False,3.86%
2025-05-11 11:56:59,NWS,Consider,False,True,True,3.22%
2025-05-11 11:57:00,NFLX,Avoid,True,False,False,3.63%
2025-05-11 11:57:01,NI,Avoid,True,False,False,2.4%
2025-05-11 11:57:01,NDSN,Avoid,False,False,False,2.09%
2025-05-11 11:57:01,NKE,Avoid,True,False,False,4.61%
2025-05-11 11:57:02,NEE,Avoid,True,False,False,4.05%
2025-05-11 11:57:02,NSC,Avoid,False,False,False,3.5%
2025-05-11 11:57:03,NOC,Avoid,False,False,False,2.87%
2025-05-11 11:57:03,NTRS,Avoid,True,False,False,2.96%
2025-05-11 11:57:03,NRG,Consider,True,False,True,5.61%
2025-05-11 11:57:04,NCLH,Avoid,True,False,False,5.48%
2025-05-11 11:57:05,ORLY,Avoid,False,False,False,2.39%
2025-05-11 11:57:05,NUE,Avoid,True,False,False,4.64%
2025-05-11 11:57:06,NVDA,Avoid,True,False,False,4.63%
2025-05-11 11:57:06,NXPI,Avoid,True,False,False,4.77%
2025-05-11 11:57:07,ODFL,Avoid,True,False,False,4.88%
2025-05-11 11:57:07,OXY,Avoid,True,False,False,3.8%
2025-05-11 11:57:07,OMC,Avoid,True,False,False,3.09%
2025-05-11 11:57:08,OKE,Avoid,True,False,False,4.4%
2025-05-11 11:57:08,ON,Avoid,True,False,False,6.2%
2025-05-11 11:57:10,OTIS,Avoid,True,False,False,2.86%
2025-05-11 11:57:11,PCAR,Avoid,True,False,False,3.23%
2025-05-11 11:57:11,PKG,Avoid,False,False,False,3.22%
2025-05-11 11:57:14,ORCL,Avoid,True,False,False,3.95%
2025-05-11 11:57:14,PH,Avoid,False,False,False,3.51%
2025-05-11 11:57:15,PARA,Avoid,True,True,False,2.97%
2025-05-11 11:57:15,PLTR,Avoid,True,False,False,6.52%
2025-05-11 11:57:16,PAYX,Avoid,True,False,False,2.39%
2025-05-11 11:57:16,PANW,Avoid,True,False,False,3.66%
2025-05-11 11:57:16,PAYC,Avoid,False,False,False,3.77%
2025-05-11 11:57:17,PNR,Avoid,True,False,False,2.46%
2025-05-11 11:57:18,PYPL,Avoid,True,False,False,3.44%
2025-05-11 11:57:18,PEP,Avoid,True,False,False,2.38%
2025-05-11 11:57:18,PFE,Avoid,True,False,False,3.79%
2025-05-11 11:57:19,PCG,Avoid,True,False,False,3.42%
2025-05-11 11:57:20,PM,Avoid,True,False,False,2.31%
2025-05-11 11:57:20,PNW,Avoid,False,False,True,3.27%
2025-05-11 11:57:20,POOL,Avoid,False,False,True,3.36%
2025-05-11 11:57:20,PSX,Avoid,True,False,False,3.27%
2025-05-11 11:57:21,PNC,Avoid,True,False,False,2.93%
2025-05-11 11:57:22,PPL,Avoid,True,False,False,2.18%
2025-05-11 11:57:22,PFG,Consider,True,False,True,4.4%
2025-05-11 11:57:22,PPG,Avoid,True,False,False,2.92%
2025-05-11 11:57:23,PG,Avoid,True,False,False,2.07%
2025-05-11 11:57:24,PLD,Avoid,True,False,False,3.23%
2025-05-11 11:57:24,PRU,Avoid,True,False,False,2.97%
2025-05-11 11:57:24,PGR,Avoid,True,False,False,2.44%
2025-05-11 11:57:24,PEG,Avoid,True,False,False,2.57%
2025-05-11 11:57:25,PTC,Avoid,False,False,False,2.78%
2025-05-11 11:57:26,PSA,Avoid,False,False,False,2.49%
2025-05-11 11:57:26,PWR,Avoid,False,False,False,3.62%
2025-05-11 11:57:28,PHM,Avoid,True,False,False,4.1%
2025-05-11 11:57:28,DGX,Avoid,True,False,False,2.53%
2025-05-11 11:57:29,QCOM,Avoid,True,False,False,3.85%
2025-05-11 11:57:29,RL,Avoid,False,False,False,4.58%
2025-05-11 11:57:29,RJF,Avoid,True,False,False,3.22%
2025-05-11 11:57:30,O,Avoid,True,False,False,2.12%
2025-05-11 11:57:31,REG,Consider,False,True,True,4.77%
2025-05-11 11:57:31,RF,Avoid,True,False,False,3.66%
2025-05-11 11:57:31,RTX,Avoid,True,False,False,2.48%
2025-05-11 11:57:32,REGN,Avoid,False,False,False,6.58%
2025-05-11 11:57:32,RSG,Avoid,True,False,False,1.74%
2025-05-11 11:57:32,RMD,Avoid,False,False,False,3.35%
2025-05-11 11:57:32,RVTY,Avoid,False,False,False,5.29%
2025-05-11 11:57:33,ROK,Avoid,False,False,False,3.6%
2025-05-11 11:57:33,ROL,Avoid,True,False,False,2.82%
2025-05-11 11:57:33,ROP,Avoid,False,False,False,2.33%
2025-05-11 11:57:35,ROST,Avoid,True,False,False,2.81%
2025-05-11 11:57:35,RCL,Avoid,True,False,False,4.35%
2025-05-11 11:57:35,SBAC,Avoid,False,False,False,2.26%
2025-05-11 11:57:36,SPGI,Avoid,False,False,False,2.15%
2025-05-11 11:57:36,CRM,Avoid,True,False,False,3.57%
2025-05-11 11:57:37,SRE,Avoid,True,False,False,2.42%
2025-05-11 11:57:38,SLB,Avoid,True,False,False,4.12%
2025-05-11 11:57:38,STX,Avoid,True,False,False,3.66%
2025-05-11 11:57:38,SHW,Avoid,True,False,False,2.44%
2025-05-11 11:57:39,NOW,Avoid,True,False,False,3.24%
2025-05-11 11:57:39,SPG,Consider,True,False,True,4.93%
2025-05-11 11:57:40,SWKS,Avoid,True,False,False,4.73%
2025-05-11 11:57:40,SJM,Avoid,False,False,False,3.63%
2025-05-11 11:57:41,SW,Consider,True,False,True,5.85%
2025-05-11 11:57:41,SNA,Avoid,False,False,False,3.01%
2025-05-11 11:57:41,SOLV,Avoid,False,False,False,4.2%
2025-05-11 11:57:43,SWK,Avoid,True,False,False,5.86%
2025-05-11 11:57:44,SO,Avoid,True,False,False,2.05%
2025-05-11 11:57:44,STT,Avoid,True,False,False,3.57%
2025-05-11 11:57:45,LUV,Avoid,True,False,False,4.31%
2025-05-11 11:57:47,SBUX,Avoid,True,False,False,3.9%
